namespace,extension_uid,version_label
tk.mybatis.mapper.common.ids,com.castsoftware.ibatis,1.3.0-beta1
tk.mybatis.mapper.common.rowbounds,com.castsoftware.ibatis,1.3.0-beta1
tk.mybatis.mapper.common.special,com.castsoftware.ibatis,1.3.0-beta1
tk.mybatis.mapper.common.sqlserver,com.castsoftware.ibatis,1.3.0-beta1
urllib,com.castsoftware.python,1.6.0-alpha7
urllib2,com.castsoftware.python,1.6.0-alpha7
urllib3,com.castsoftware.python,1.6.0-alpha7
urllib3.connection,com.castsoftware.python,1.6.0-alpha7
xml,com.castsoftware.python,1.6.0-alpha8
xml.dom,com.castsoftware.python,1.6.0-alpha4
xml.etree.ElementTree,com.castsoftware.python,1.6.0-alpha2
xml.sax.xmlreader,com.castsoftware.python,1.6.0-alpha4
xpath,com.castsoftware.python,1.6.0-alpha2
